Rk,Player,Tm,Sal2122,Sal2223,Signed Using,Guaranteed
379,Luguentz Dort,OKC,"$1,782,621 ","$15,277,778 ",Minimum Salary,"$66,260,399 "
380,Daniel Gafford,WAS,"$1,782,621 ","$1,930,681 ",Minimum Salary,"$43,895,782 "
381,Terance Mann,LAC,"$1,782,621 ","$1,930,681 ",Minimum Salary,"$25,713,302 "
382,Vlatko Čančar,DEN,,"$2,098,765 ",MLE,"$6,148,053 "
383,Kevin Porter Jr.,HOU,"$1,782,621 ","$3,217,631 ",1st Round Pick,"$5,000,252 "
384,Dean Wade,CLE,"$1,782,621 ","$1,930,681 ",MLE,"$3,713,302 "
385,Jalen McDaniels,CHO,"$1,782,621 ","$1,930,681 ",Minimum Salary,"$3,713,302 "
386,Eric Paschall,UTA,"$1,782,621 ",,MLE,"$1,782,621 "
387,KZ Okpala,OKC,"$1,782,621 ",,,"$1,782,621 "
388,Isaiah Roby,OKC,"$1,782,621 ","$1,930,681 ",MLE,"$1,782,621 "
389,Jaylen Nowell,MIN,"$1,782,621 ","$1,930,681 ",MLE,"$1,782,621 "
390,Naz Reid,MIN,"$1,782,621 ","$1,930,681 ",MLE,"$1,782,621 "
391,Carsen Edwards,MEM,"$76,744 ","$1,815,677 ",,"$1,782,621 "
392,Bruno Fernando,HOU,"$1,782,621 ",,Cap space,"$1,782,621 "
393,Cody Martin,CHO,"$1,782,621 ",,MLE,"$1,782,621 "
394,Nic Claxton,BRK,"$1,782,621 ",,Minimum Salary,"$1,782,621 "
395,Chimezie Metu,SAC,"$1,762,796 ","$1,910,860 ",MLE,"$3,673,656 "
396,Drew Eubanks,TOR,,"$1,968,175 ",,"$1,762,796 "
397,Yuta Watanabe,TOR,"$1,762,796 ",,Minimum Salary,"$1,762,796 "
398,Svi Mykhailiuk,TOR,"$1,729,217 ","$1,878,720 ",Minimum Salary,"$3,607,937 "
399,Thanasis Antetokounmpo,MIL,"$1,729,217 ","$1,878,720 ",Minimum Salary,"$3,607,937 "
400,Isaac Bonga,TOR,"$1,729,217 ",,Minimum Salary,"$1,729,217 "
401,Keita Bates-Diop,SAS,"$1,729,217 ","$1,878,720 ",Minimum Salary,"$1,729,217 "
402,Moritz Wagner,ORL,"$1,729,217 ","$1,878,720 ",Minimum Salary,"$1,729,217 "
403,Isaiah Hartenstein,LAC,"$1,729,217 ",,Minimum Salary,"$1,729,217 "
404,Oshae Brissett,IND,"$1,701,593 ","$1,846,738 ",MLE,"$1,701,593 "
405,Juan Toscano-Anderson,GSW,,"$1,902,133 ",Minimum Salary,"$1,701,593 "
406,Moses Brown,DAL,"$1,720,779 ",,,"$1,701,593 "
407,Herbert Jones,NOP,"$1,700,000 ","$1,785,000 ",MLE,"$3,485,000 "
408,Gabriel Deck,OKC,"$1,690,507 ",,,"$1,690,507 "
409,Javonte Green,CHI,"$1,669,178 ","$1,815,677 ",Minimum Salary,"$3,484,855 "
410,Max Strus,MIA,"$1,669,178 ","$1,815,677 ",Minimum Salary,"$1,669,178 "
411,Gabe Vincent,MIA,"$1,669,178 ","$1,815,677 ",Minimum Salary,"$1,669,178 "
412,Kevin Pangos,CLE,"$1,669,178 ",,,"$1,669,178 "
413,Matt Thomas,CHI,"$1,669,178 ",,Minimum Salary,"$1,669,178 "
414,Jae'Sean Tate,HOU,"$1,517,981 ","$7,065,217 ",MLE,"$15,083,198 "
415,Anthony Gill,WAS,"$1,517,981 ","$1,836,090 ",Minimum Salary,"$5,351,309 "
416,Vernon Carey Jr.,WAS,"$1,517,981 ","$1,782,621 ",Cap Space,"$3,300,602 "
417,Xavier Tillman Sr.,MEM,"$1,517,981 ","$1,782,621 ",MLE,"$3,300,602 "
418,Tyrell Terry,DAL,"$1,517,981 ","$1,782,621 ",,"$3,300,602 "
419,Tre Jones,SAS,"$1,517,981 ","$1,782,621 ",MLE,"$1,517,981 "
420,Robert Woodard II,SAC,"$1,517,981 ",,,"$1,517,981 "
421,Jahmi'us Ramsey,SAC,"$1,517,981 ",,,"$1,517,981 "
422,CJ Elleby,POR,"$1,517,981 ",,Minimum Salary,"$1,517,981 "
423,Elijah Hughes,POR,"$1,517,981 ",,Minimum Salary,"$1,517,981 "
424,Paul Reed,PHI,"$1,517,981 ","$1,782,621 ",Minimum Salary,"$1,517,981 "
425,Isaiah Joe,PHI,"$1,517,981 ","$1,782,621 ",MLE,"$1,517,981 "
426,Naji Marshall,NOP,"$1,517,981 ","$1,782,621 ",MLE,"$1,517,981 "
427,Jordan Nwora,MIL,"$1,517,981 ",,Minimum Salary,"$1,517,981 "
428,Sam Merrill,MEM,"$1,517,981 ",,,"$1,517,981 "
429,Kenyon Martin Jr.,HOU,"$1,517,981 ","$1,782,621 ",MLE,"$1,517,981 "
430,Lamar Stevens,CLE,"$1,517,981 ","$1,782,621 ",MLE,"$1,517,981 "
431,Nick Richards,CHO,"$1,517,981 ","$1,782,621 ",Cap Space,"$1,517,981 "
432,Isaiah Todd,WAS,"$1,500,000 ","$1,563,518 ",MLE,"$4,899,614 "
433,Jose Alvarado,NOP,"$1,500,000 ","$1,563,518 ",MLE,"$3,063,518 "
434,Saben Lee,DET,"$1,489,065 ","$1,752,638 ",Cap Space,"$3,241,703 "
435,Omer Yurtseven,MIA,"$1,489,065 ","$1,752,638 ",Minimum Salary,"$1,489,065 "
436,Armoni Brooks,HOU,"$1,739,065 ","$1,752,638 ",,"$1,489,065 "
437,J.R. Smith,CLE,"$1,456,666 ",,,"$1,456,666 "
438,Danuel House Jr.,HOU,"$2,045,094 ","$4,105,000 ",,"$1,387,498 "
439,Bismack Biyombo,PHO,"$1,366,392 ","$2,905,851 ",Minimum Salary,"$4,424,064 "
440,George Hill,PHI,"$4,000,000 ","$4,000,000 ",,"$1,275,491 "
441,JT Thor,CHO,"$1,250,000 ","$1,563,518 ",Cap Space,"$2,813,518 "
442,DeMarre Carroll,SAS,"$1,242,340 ",,,"$1,242,340 "
443,Alfonzo McKinnie,CHI,"$1,090,007 ",,,"$1,293,926 "
444,Jabari Parker,BOS,"$1,068,288 ",,,"$1,168,288 "
445,Jason Preston,LAC,"$1,062,303 ","$1,563,518 ",Mini MLE,"$2,625,821 "
446,Isaiah Livers,DET,"$1,057,260 ","$1,563,518 ",Cap Space,"$2,620,778 "
447,Guerschon Yabusele,BOS,"$1,039,080 ",,,"$1,039,080 "
448,Aaron Wiggins,OKC,"$1,000,000 ","$1,563,518 ",Cap Space,"$1,000,000 "
449,Tristan Thompson,CHI,"$9,946,611 ",,Bi-Annual Exception,"$1,000,000 "
450,Kyle Singler,OKC,"$999,200 ","$999,200 ",,"$1,998,400 "
451,Marquese Chriss,DAL,"$958,529 ","$2,193,920 ",Minimum Salary,"$1,292,900 "
452,Duane Washington Jr.,IND,"$950,000 ","$1,563,518 ",Minimum Salary,"$950,000 "
453,Jared Butler,UTA,"$925,258 ","$1,563,518 ",Minimum Salary,"$2,488,776 "
454,Greg Brown III,POR,"$925,258 ","$1,563,518 ",Mini MLE,"$2,488,776 "
455,Miles McBride,NYK,"$925,258 ","$1,563,518 ",Cap Space,"$2,488,776 "
456,Brandon Boston Jr.,LAC,"$925,258 ","$1,563,518 ",Mini MLE,"$2,488,776 "
457,Marko Simonovic,CHI,"$925,258 ","$1,563,518 ",MLE,"$2,488,776 "
458,Vit Krejci,OKC,"$925,258 ","$1,563,518 ",MLE,"$1,707,017 "
459,Charles Bassey,PHI,"$925,258 ","$1,563,518 ",MLE,"$1,000,000 "
460,Dalano Banton,TOR,"$925,258 ","$1,563,518 ",Minimum Salary,"$925,258 "
461,Jock Landale,SAS,"$925,258 ","$1,563,518 ",Minimum Salary,"$925,258 "
462,Austin Reaves,LAL,"$925,258 ",,Minimum Salary,"$925,258 "
463,Luka Garza,DET,"$925,258 ",,Minimum Salary,"$925,258 "
464,Ayo Dosunmu,CHI,"$925,258 ","$1,563,518 ",Minimum Salary,"$925,258 "
465,Lance Stephenson,IND,"$924,730 ",,Minimum Salary,"$1,476,806 "
466,Stanley Johnson,LAL,"$888,616 ","$2,351,521 ",Minimum Salary,"$3,600,386 "
467,Wayne Selden,NYK,"$785,102 ",,,"$785,102 "
468,Goran Dragić,BRK,"$19,348,907 ",,Minimum Salary,"$728,742 "
469,Brad Wanamaker,IND,"$715,538 ",,,"$715,538 "
470,Alize Johnson,CHI,"$705,598 ",,,"$705,598 "
471,DeMarcus Cousins,DEN,"$1,290,481 ",,Minimum Salary,"$1,138,659 "
472,Shaun Livingston,GSW,"$666,667 ",,,"$666,667 "
473,Danuel House Jr.,UTA,"$2,045,094 ","$4,105,000 ",Minimum Salary,"$991,967 "
474,D.J. Augustin,LAL,"$7,622,467 ","$333,333 ",Minimum Salary,"$622,467 "
475,Daishen Nix,HOU,"$612,000 ","$1,563,518 ",Minimum Salary,"$2,175,518 "
476,DeMarcus Cousins,MIL,"$1,290,481 ",,,"$607,285 "
477,Luke Kornet,BOS,"$606,702 ",,Minimum Salary,"$606,702 "
478,DeAndre' Bembry,MIL,"$2,541,217 ",,,"$601,867 "
479,Terry Taylor,IND,"$600,000 ","$1,563,518 ",Minimum Salary,"$1,225,000 "
480,DeAndre Jordan,PHI,"$11,109,327 ","$7,827,907 ",Minimum Salary,"$592,103 "
481,Ryan Arcidiacono,NYK,"$586,136 ",,Minimum Salary,"$791,798 "
482,Keifer Sykes,IND,"$558,345 ",,,"$558,345 "
483,Caleb Martin,MIA,"$527,615 ","$6,327,160 ",Minimum Salary,"$21,027,614 "
484,Tomáš Satoranský,WAS,"$10,000,000 ",,Minimum Salary,"$468,119 "
485,Georgios Kalaitzakis,MIL,"$462,629 ",,,"$462,629 "
486,Jevon Carter,MIL,"$4,107,149 ","$6,025,000 ",Minimum Salary,"$2,557,149 "
487,Trendon Watford,POR,"$436,482 ","$1,563,518 ",MLE,"$5,824,694 "
488,Nik Stauskas,BOS,"$423,536 ","$2,193,920 ",Minimum Salary,"$423,536 "
489,Gary Clark,NOP,"$377,645 ",,,"$377,645 "
490,Devontae Cacok,SAS,"$364,533 ",,Minimum Salary,"$364,533 "
491,Sam Dekker,TOR,"$350,000 ",,,"$350,000 "
492,Sam Hauser,BOS,"$313,737 ","$1,563,518 ",Minimum Salary,"$313,737 "
493,Admiral Schofield,OKC,,,,"$300,000 "
494,Haywood Highsmith,MIA,"$290,967 ","$1,752,638 ",MLE,"$547,701 "
495,Isaiah Thomas,CHO,"$276,039 ",,Minimum Salary,"$552,077 "
496,Armoni Brooks,TOR,"$1,739,065 ","$1,752,638 ",Minimum Salary,"$471,156 "
497,Ish Wainright,TOR,"$8,558 ",,,"$375,000 "
498,Malik Fitts,BOS,"$231,062 ","$1,752,638 ",Minimum Salary,"$402,218 "
499,Joe Wieskamp,SAS,"$202,068 ",,Minimum Salary,"$202,068 "
500,Amir Coffey,LAC,"$153,488 ","$3,395,062 ",Minimum Salary,"$11,153,488 "
501,Bismack Biyombo,PHO,"$1,366,392 ","$2,905,851 ",,"$4,424,064 "
502,DeMarcus Cousins,DEN,"$1,290,481 ",,,"$1,138,659 "
503,DeMarcus Cousins,DEN,"$1,290,481 ",,,"$1,138,659 "
504,DeMarcus Cousins,DEN,"$1,290,481 ",,,"$1,138,659 "
505,Lance Stephenson,IND,"$924,730 ",,,"$1,476,806 "
506,Lance Stephenson,IND,"$924,730 ",,,"$1,476,806 "
507,Lance Stephenson,IND,"$924,730 ",,,"$1,476,806 "
508,Lance Stephenson,IND,"$924,730 ",,,"$1,476,806 "
509,Isaiah Thomas,CHO,"$276,039 ",,,"$552,077 "
510,Isaiah Thomas,CHO,"$276,039 ",,,"$552,077 "
511,Brandon Knight,DAL,,,,"$276,038 "
512,Brandon Knight,DAL,,,,"$276,038 "
513,Greg Monroe,MIN,"$55,208 ",,,"$193,227 "
514,Greg Monroe,WAS,"$55,208 ",,,"$138,019 "
515,Greg Monroe,UTA,"$55,208 ",,,"$138,019 "
516,Greg Monroe,MIL,"$55,208 ",,,"$138,019 "
517,Isaiah Thomas,LAL,"$276,039 ",,,"$138,019 "
518,Isaiah Thomas,DAL,"$276,039 ",,,"$138,019 "
519,Lance Stephenson,ATL,"$924,730 ",,,"$138,019 "
520,Troy Williams,HOU,"$122,741 ","$122,741 ",,"$245,482 "
521,Stanley Johnson,LAL,"$888,616 ","$2,351,521 ",,"$3,600,386 "
522,Stanley Johnson,LAL,"$888,616 ","$2,351,521 ",,"$3,600,386 "
523,Stanley Johnson,LAL,"$888,616 ","$2,351,521 ",,"$3,600,386 "
524,Stanley Johnson,CHI,"$888,616 ","$2,351,521 ",,"$120,083 "
525,Marquese Chriss,DAL,"$958,529 ","$2,193,920 ",,"$1,292,900 "
526,Marquese Chriss,DAL,"$958,529 ","$2,193,920 ",,"$1,292,900 "
527,Marquese Chriss,DAL,"$958,529 ","$2,193,920 ",,"$1,292,900 "
528,Danuel House Jr.,UTA,"$2,045,094 ","$4,105,000 ",,"$991,967 "
529,Danuel House Jr.,UTA,"$2,045,094 ","$4,105,000 ",,"$991,967 "
530,Danuel House Jr.,UTA,"$2,045,094 ","$4,105,000 ",,"$991,967 "
531,Danuel House Jr.,NYK,"$2,045,094 ","$4,105,000 ",,"$111,457 "
532,Nik Stauskas,MIA,"$423,536 ","$2,193,920 ",,"$111,457 "
533,Alfonzo McKinnie,CHI,"$1,090,007 ",,,"$1,293,926 "
534,Ryan Arcidiacono,NYK,"$586,136 ",,,"$791,798 "
535,Ryan Arcidiacono,NYK,"$586,136 ",,,"$791,798 "
536,Luke Kornet,MIL,"$606,702 ",,,"$102,831 "
537,Luke Kornet,CLE,"$606,702 ",,,"$102,831 "
538,Alfonzo McKinnie,CHI,"$1,090,007 ",,,"$1,293,926 "
539,Jabari Parker,BOS,"$1,068,288 ",,,"$1,168,288 "
540,Devin Cannady,ORL,"$100,000 ","$1,752,638 ",MLE,"$185,578 "
541,Drew Eubanks,POR,,"$1,968,175 ",,"$2,445,199 "
542,Drew Eubanks,POR,,"$1,968,175 ",,"$2,445,199 "
543,Drew Eubanks,POR,,"$1,968,175 ",,"$2,445,199 "
544,Drew Eubanks,POR,,"$1,968,175 ",,"$2,445,199 "
545,Theo Pinson,DAL,,"$1,968,175 ",,"$2,165,251 "
546,Alize Johnson,NOP,"$705,598 ",,,"$198,760 "
547,Alize Johnson,NOP,"$705,598 ",,,"$198,760 "
548,Wenyen Gabriel,LAC,"$29,814 ","$1,878,720 ",,"$198,760 "
549,Wenyen Gabriel,LAC,"$29,814 ","$1,878,720 ",,"$198,760 "
550,Brad Wanamaker,WAS,"$715,538 ",,,"$99,380 "
551,Alize Johnson,WAS,"$705,598 ",,,"$99,380 "
552,Wenyen Gabriel,NOP,"$29,814 ","$1,878,720 ",,"$99,380 "
553,Brandon Goodwin,CLE,,,,"$99,380 "
554,Wenyen Gabriel,BRK,"$29,814 ","$1,878,720 ",,"$99,380 "
555,Theo Pinson,DAL,,"$1,968,175 ",,"$2,165,251 "
556,Davon Reed,DEN,,,,"$286,164 "
557,Davon Reed,DEN,,,,"$286,164 "
558,Moses Brown,CLE,"$1,720,779 ",,,"$211,046 "
559,Moses Brown,CLE,"$1,720,779 ",,,"$211,046 "
560,Kelan Martin,BOS,,,,"$191,860 "
561,Kelan Martin,BOS,,,,"$191,860 "
562,Juwan Morgan,BOS,"$19,186 ","$1,815,677 ",,"$115,116 "
563,Juwan Morgan,TOR,"$19,186 ","$1,815,677 ",,"$95,930 "
564,Charlie Brown Jr.,PHI,,,,"$95,930 "
565,Miye Oni,NOP,"$51,225 ",,,"$95,930 "
566,Jared Harper,NOP,,,,"$95,930 "
567,Rayjon Tucker,MIN,"$28,779 ",,,"$95,930 "
568,Quinndary Weatherspoon,GSW,,,,"$95,930 "
569,Rayjon Tucker,DEN,"$28,779 ",,,"$95,930 "
570,Charlie Brown Jr.,DAL,,,,"$95,930 "
571,Davon Reed,DEN,,,,"$286,164 "
572,Demetrius Jackson,BOS,"$92,857 ","$92,857 ",,"$278,571 "
573,Haywood Highsmith,MIA,"$290,967 ","$1,752,638 ",,"$547,701 "
574,Haywood Highsmith,MIA,"$290,967 ","$1,752,638 ",,"$547,701 "
575,Haywood Highsmith,MIA,"$290,967 ","$1,752,638 ",,"$547,701 "
576,Armoni Brooks,TOR,"$1,739,065 ","$1,752,638 ",,"$471,156 "
577,Armoni Brooks,TOR,"$1,739,065 ","$1,752,638 ",,"$471,156 "
578,Malik Fitts,BOS,"$231,062 ","$1,752,638 ",,"$402,218 "
579,Malik Fitts,BOS,"$231,062 ","$1,752,638 ",,"$402,218 "
580,Devin Cannady,ORL,"$100,000 ","$1,752,638 ",,"$185,578 "
581,Admiral Schofield,ORL,,,,"$171,156 "
582,Admiral Schofield,ORL,,,,"$171,156 "
583,Anthony Lamb,SAS,,,,"$85,578 "
584,Tyrell Terry,MEM,"$1,517,981 ","$1,782,621 ",,"$85,578 "
585,Nate Hinton,IND,,,,"$85,578 "
586,Drew Eubanks,POR,,"$1,968,175 ",,"$2,445,199 "
587,Carsen Edwards,DET,"$76,744 ","$1,815,677 ",Minimum Salary,"$76,744 "
588,RJ Nembhard Jr.,CLE,"$58,493 ",,,"$58,493 "
589,Greg Monroe,MIN,"$55,208 ",,Minimum Salary,"$193,227 "
590,Xavier Moon,LAC,,,,"$159,528 "
591,Xavier Moon,LAC,,,,"$159,528 "
592,Xavier Moon,LAC,,,,"$159,528 "
593,Mac McClung,CHI,,,,"$106,352 "
594,Mac McClung,CHI,,,,"$106,352 "
595,Jordan Schakel,WAS,,,,"$53,176 "
596,Brandon Williams,POR,,,,"$53,176 "
597,Braxton Key,PHI,,,,"$53,176 "
598,Georgios Kalaitzakis,OKC,"$462,629 ",,,"$53,176 "
599,Feron Hunt,NOP,,,,"$53,176 "
600,Xavier Sneed,MEM,,,,"$53,176 "
601,Moses Wright,LAC,,,,"$53,176 "
602,Braxton Key,DET,,,,"$53,176 "
603,Malcolm Hill,CHI,,,,"$53,176 "
604,Chaundee Brown Jr.,ATL,,,,"$53,176 "
605,Malcolm Hill,ATL,,,,"$53,176 "
606,Miye Oni,OKC,"$51,225 ",,,"$51,225 "
607,Luca Vildoza,MIL,"$42,789 ",,Minimum Salary,"$42,789 "
608,Skylar Mays,ATL,"$34,231 ",,Minimum Salary,"$34,231 "
609,Wenyen Gabriel,LAL,"$29,814 ","$1,878,720 ",Minimum Salary,"$29,814 "
610,Rayjon Tucker,MIL,"$28,779 ",,MLE,"$28,779 "
611,Moses Brown,CLE,"$1,720,779 ",,Minimum Salary,"$211,046 "
612,Juwan Morgan,BOS,"$19,186 ","$1,815,677 ",Minimum Salary,"$115,116 "
613,Trent Forrest,UTA,"$8,558 ",,Minimum Salary,"$8,558 "
614,Ish Wainright,PHO,"$8,558 ",,Minimum Salary,"$8,558 "
615,Kessler Edwards,BRK,"$5,318 ","$1,637,966 ",Minimum Salary,"$1,643,284 "
